address,name,online_order,book_table,rating,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost,type
"1-M, 404, Masand Square, Opposite Sobha Supermarket, Hennur Main Road, HRBR Layout, Kalyan Nagar, Bangalore",Chulha Chauki Da Dhaba,Yes,No,4.1,1208,"080 40911333
+91 7349738041",Kalyan Nagar,Casual Dining,"Vegetable Biryani, Meetha Paan, Chana Masala, Sweet Lassi, Sweet Paan, Butter Chicken, Tandoori Chicken",North Indian,800,Delivery
"#406, 5th Main Rd, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043 , Bengaluru",The Urban Roof,Yes,No,3.9,77,"+91 9008327727
080 41109889",Kalyan Nagar,Casual Dining,"Chicken Burger, Pasta, Garlic Bread","Italian, Chinese, Continental",800,Delivery
"100/1, Horamavu Main Rd, Munireddy Layout, Horamavu, Banaswadi, Bangalore",Udupi Gardenia,Yes,No,3.4,19,+91 9663379422,Banaswadi,Quick Bites,NA,South Indian,400,Delivery
"213 CMR Road 3rd Block 4th Cross, HRBR Layout, Bangalore, Kalyan Nagar, Bangalore",S L V Food Joint,Yes,No,3.4,14,+91 9845044644,Kalyan Nagar,Quick Bites,NA,"North Indian, Rolls",250,Delivery
"5M-413, 5th Main Road, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Sherlock's Pub,Yes,Yes,3.8,360,00 08041235489,Kalyan Nagar,"Pub, Casual Dining","Chips, Cocktails, Veg Platter, Murgh Platter, Draught Beer, Potato Wedges, Pizza","Continental, North Indian, Chinese, Italian",1300,Delivery
"5 AM - 401, 1st Floor, Near Axis Bank, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Cake House - Story Cafe,No,No,3.9,78,+91 8105395198,Kalyan Nagar,Quick Bites,"Coffee, Cheesecake, Sweet Potato Cake, Hot Chocolate, Sweet Potato Latte, Ramen, French Toast","Bakery, Desserts",650,Delivery
"505, CMR Road, HRBR Layout 2nd Block, Kalyan Nagar, Bangalore",Khan Saheb Grills and Rolls,Yes,No,3.1,34,"+91 9731755554
+91 9731755558",Kalyan Nagar,"Takeaway, Delivery",NA,"Fast Food, Rolls",350,Delivery
"604,4th Cross, Block 2, Kalyan Nagar, Bangalore",Venky's Xprs,No,No,3.7,35,+91 8861286181,Kalyan Nagar,"Quick Bites, Meat Shop",NA,"Fast Food, Raw Meats",350,Delivery
"2116, HRBR Layout, 2nd block, Kalyan Nagar, Bangalore",Marakachi,Yes,No,3.7,83,+91 6363580486,Kalyan Nagar,Casual Dining,Biryani,Chettinad,600,Delivery
"5, 3 Cross, Veereanapallaya Main Road, Banaswadi, Bangalore",Eat Well,Yes,No,3.6,113,"+91 9632771578
+91 9742428006",Banaswadi,"Takeaway, Delivery",Panneer Butter Masala,North Indian,400,Delivery
"310, 3rd Block, Kammanahalli Service Road, Opposite Indo Asian Academy, Ring, HBR Layout, Bangalore Road",FireHouse - Bar & Kitchen,Yes,Yes,3.9,751,"080 39511692
+91 9980841016",HBR Layout,Pub,"Cocktails, Peri Peri Chicken, Meat Pizza, Mojito, Buffalo Wings, Beer, Burgers","Continental, American, Chinese, BBQ, Salad, Italian",1500,Delivery
"5M - 407, NGEF, BDA Layout, Kasturi Nagar, Rammurthy Nagar, Bangalore",Samprith Gowdru Mudde Hotel,Yes,No,3.5,16,+91 9902227033,Rammurthy Nagar,Quick Bites,NA,South Indian,300,Delivery
"Shop 1, Site 4, Kacharkanahalli Village, HBR Layout, Bangalore",Shanghai Times,Yes,No,3.5,9,+91 9886051022,HBR Layout,Quick Bites,NA,Chinese,500,Delivery
"KA Residency, JMJ Hospital Road, Nagawara, Bengaluru",Foodie's Affair,Yes,No,3.5,22,+91 9113065171,Nagawara,Quick Bites,NA,"North Indian, Chinese",400,Delivery
"3, 2nd Main, Hoysala Nagar, Rammurthy Nagar, Bangalore",Tandoor Bhatti,Yes,No,0.0,0,+91 7019264707,Rammurthy Nagar,Quick Bites,NA,"North Indian, Fast Food",300,Delivery
"No. 301, 2nd 'F' Cross, 3rd Block, H.R.B.R Layout, Kammanahalli, Bangalore",Sanju's Super Kitchen,Yes,No,3.3,5,"+91 7259246330
+91 8553990690",Kammanahalli,Delivery,NA,"Fast Food, Burger, Pizza, Sandwich",400,Delivery
"9M - 220, Diya Arcade, 1st Block, 9th Main, Kalyan Nagar, Bangalore",Delicious Momos,No,No,3.9,48,+91 9738548379,Kalyan Nagar,Kiosk,NA,"Street Food, Momos",200,Delivery
"302, 5th Main, HRBR Layout, Kalyan Nagar, Bangalore",My China,No,No,3.0,14,+91 9902171999,Kalyan Nagar,Casual Dining,NA,"Chinese, Asian, Malaysian",600,Delivery
"1, MSR Building, Ramurthy Nagar Main Road, Banaswadi, Bangalore",Reddy's Naati Mane,Yes,No,3.4,15,"080 43008288
+91 7022266971",Banaswadi,Quick Bites,NA,"South Indian, BBQ",400,Delivery
"93, Opposite Elements Mall, Nagawara, Bangalore",Wok N Roll,Yes,No,3.9,82,+91 7892544849,Nagawara,Quick Bites,"Momos, Shawarma","Chinese, Momos",400,Delivery
"351, Hennur Main Road, Oppsite Reliance Fresh, Hennur, Bangalore",Bangalore Vibes,Yes,No,3.2,4,+91 9731090647,Hennur,Quick Bites,NA,"North Indian, Chinese",300,Delivery
"1st Block, Bapunagar, HRBR Layout, Kalyan Nagar, Bangalore","Cakes, Crumbs & Magic",No,No,3.3,4,"+91 9844040174
+91 9902535735",Kalyan Nagar,Bakery,NA,Bakery,300,Delivery
"32/2A ,4th Main Road , Chelikere , Hennur Cross, Ring Road, Kalyan Nagar, Bangalore",The Flavours,No,No,3.2,7,+91 8041666661,Kalyan Nagar,Casual Dining,NA,"Kerala, Chinese, Arabian, Biryani",500,Delivery
"434, 9th A,Main Road, HRBR Layout 1st Block, Kalyan Nagar, Bangalore",Chai Kada,No,No,3.6,10,+91 7025477790,Kalyan Nagar,"Beverage Shop, Quick Bites",NA,"Beverages, Fast Food",100,Delivery
"2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Paper Cup Cafe,No,No,3.5,11,+91 9902055310,Kalyan Nagar,Quick Bites,NA,"Tea, Coffee, Fast Food",400,Delivery
"5C-829, 9th Main, 1st Block HRBR Layout, Kalyan Nagar, Bangalore",OvenTreats - Patisserie.Bistro,No,No,4.0,81,+91 9886028118,Kalyan Nagar,Casual Dining,"Burgers, Chicken Steak, Cocktails, Beef Hash, Pork Ribs, French Toast",American,1000,Delivery
"01, Ground Floor, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Parantha Singh,No,No,3.7,31,080 48544237,Kalyan Nagar,Quick Bites,NA,North Indian,300,Delivery
"104, Chelekere, Kalyan Nagar, Bangalore",Crunchees Cafeteria,No,No,3.4,11,"+91 8861785553
+91 8971777207",Kalyan Nagar,Quick Bites,NA,Fast Food,400,Delivery
"6, Hennur Village, Kalyan Nagar Post, Near Government School, Opposite To Sarawathi Clinic, Kalyan Nagar, Bangalore",Samosa Singh,No,No,0.0,0,+91 9916405822,Kalyan Nagar,Quick Bites,NA,"North Indian, Mithai",250,Delivery
"5th, A Cross, HRBR 1st Block, Kalyan Nagar, Bangalore",F Juice,No,No,0.0,0,+91 9148045889,Kalyan Nagar,Beverage Shop,NA,"Juices, Fast Food",200,Delivery
"Deccan Suites, 3, Hennur Main Road, Next to Teachers Academy, HBR Layout, Bangalore",Nalukettu,Yes,No,3.5,4,"080 41527799
+91 9980959907",HBR Layout,Delivery,NA,Kerala,450,Delivery
"324/1, 5th Main, OMBR Layout, Lal Bahadur Nagar, B Channasandra, Banaswadi, Bangalore",Urban Kitchen,Yes,No,3.4,6,+91 7338094888,Banaswadi,Delivery,NA,"Asian, North Indian",400,Delivery
"97/34, Chellekere, HRBR Layout 2nd Block, Kalyan Nagar, Bangalore",Kabsa House,No,No,3.6,24,+91 9742792869,Kalyan Nagar,Casual Dining,NA,North Indian,500,Delivery
"15, Chikka Banaswadi Main Road, OMBR Layout, Banaswadi, Bangalore",Cafe China,Yes,No,3.7,42,"080 40959150
+91 9845207704",Banaswadi,Quick Bites,Noodles,Chinese,500,Delivery
"#11 Grace Complex, CMR Road, 5th Main, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",Alibaba Cafe and Restaurant,No,No,2.9,56,+91 9164442534,Kalyan Nagar,Casual Dining,"Biryani, Tea, Falafel, Hookah","Arabian, Middle Eastern",700,NA
"Next to Manyata Tech Park, Outer Ring Road, Nagawara, Bangalore",Chaatimes,Yes,No,3.6,27,+91 8884021155,Nagawara,Quick Bites,NA,"Street Food, Fast Food",200,Delivery
"405, 5th Main, HRBR 2nd Block, Kalyan Nagar, Bangalore",Al Karim,No,No,3.7,90,"+91 9620303142
080 48504227",Kalyan Nagar,Casual Dining,"Butter Chicken, Murgh Khurchan, Naan, Kulcha, Tandoori Roti, Mutton Biryani, Rice","Mughlai, North Indian, Biryani, Chinese",600,NA
"633/2, Ground Floor Geddalahalli, Hennur Main Road, Hennur, Bangalore",The Second Wife,Yes,No,3.7,68,+91 8341217777,Hennur,Casual Dining,Chicken Chettinad,"South Indian, Andhra, Biryani",800,Delivery
"345, 6th cross, 10th Main, Maruthi Layout, Hennur-Cross",Silver Spoon Restaurant,Yes,No,3.2,55,"+91 8746016811
+91 9916220808",Hennur,Quick Bites,NA,"North Indian, Chinese, Continental",400,Delivery
"282/366, Nanjappa Garden, Agara Main Road, Babusapalya, Kalyan Nagar, Bangalore",Sri Banasankri Donne Biriyani,No,No,3.4,6,"+91 9916759988
+91 9844770610",Kalyan Nagar,Quick Bites,NA,Biryani,400,Delivery
"Opposite Royale Concorde, School, Chelekere Main Road, Kalyan Nagar, Bangalore",Al Madhina Roll House,No,No,3.4,6,+91 7975841370,Kalyan Nagar,Quick Bites,NA,"North Indian, Chinese",350,Delivery
"97/34, HRBR Layout, 2nd Block,Kalyan Nagar, Bangalore",Meat Up Barbecue & More,No,No,3.7,17,+91 9886762669,Kalyan Nagar,Quick Bites,NA,"BBQ, Fast Food",400,Delivery
"432, 4th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Sweet Chariot,No,No,2.8,60,"+91 8792337614
+91 9880412964",Kalyan Nagar,Dessert Parlor,NA,"Bakery, Fast Food",500,Delivery
"36/7, Near New Baldwin School, Narayanapura Cross, Hennur - Bagalur Main Road, baddahalli, Hennur, Bengaluru",Skanda Cafe,No,No,3.5,15,NA,Hennur,Quick Bites,NA,"South Indian, Chinese, North Indian",400,Delivery
"138, 20th Cross, 5th Block, HBR layout, Nagawara, Bangalore",Gundappa Donne Biryani Mane,Yes,No,3.4,55,+91 9739083833,Nagawara,Quick Bites,NA,Biryani,300,Delivery
"180, 1st Floor, Punappa Layout, Above Apollo Gym, HBR Layout, Bangalore",Happy Eats,Yes,No,0.0,0,+91 8042109812,HBR Layout,Delivery,NA,"North Indian, Continental",300,Delivery
"11/A, 5th Cross, 5th Main, Thanisandra Main Road, Nagawara, Bangalore",Didi's Kitchen,Yes,No,3.1,8,"+91 8147470303
+91 8147470404",Nagawara,Delivery,NA,"North Indian, Chinese, Fast Food",400,Delivery
"Shop 5, First floor, OMBR Layout, Banaswadi, Bangalore",New York Burrito,No,No,3.1,7,"+91 7569511580
+91 8951012224",Banaswadi,Quick Bites,NA,Mexican,400,Delivery
"507, First Floor, 4th Cross, 2nd Block, CMR Road, Kalyan Nagar, Bangalore",The Grill House,Yes,Yes,4.0,178,"+91 8041239061
+91 7676554493",Kalyan Nagar,Casual Dining,"Burgers, Buffalo Wings, Chicken Wings, Nachos, Chicken Sizzler, Beer, Chicken Steak","American, Mexican, Italian, Steak",1000,Delivery
"7, 7th Cross, Nanjappa Garden, Near Kalyan Nagar Bus Stop, Banaswadi, Bangalore",Kolkata Famous Kati Rolls,Yes,No,3.1,4,+91 7795614958,Banaswadi,Kiosk,NA,"Fast Food, Rolls",200,Delivery
"3, 3rd Main Road, Kammanahalli, Bangalore",Le Roll Cafe,Yes,No,3.9,52,"+91 9020494241
+91 7559863553",Kammanahalli,Quick Bites,"Rolls, Jumbo Shawarma","Fast Food, Beverages, Rolls",300,Delivery
"15, 5th Main Road, KEB Road, Near Kullappa Circle, HRBR Layout, Kammanahalli, Bangalore",SS Bucket Biryani,No,No,4.0,161,+91 9886974444,Kammanahalli,Casual Dining,"Brinjal Curry, Basmati Rice, Mutton Biryani","Biryani, North Indian, Chinese",600,Delivery
"83, St. Thomas Town, Kammanahalli Main Road, Kammanahalli, Bangalore",Nandhana Palace,No,Yes,4.1,737,"+91 9513444814
+91 8046131111",Kammanahalli,"Casual Dining, Bar","Biryani, Andhra Thali, Mutton Fry, Andhra Chilli Chicken, Chicken Kshatriya, Chicken Guntur, Bamboo Chicken","Andhra, Biryani, North Indian, Chinese",800,Delivery
"33/4, Near Sathya Hospital, Main Road, Kammanahalli, Bangalore",Raidan Restaurant,No,No,3.9,247,"080 25442544
080 25447924",Kammanahalli,Casual Dining,"Shawarma, Rolls, Biryani, Chicken Malhooth, Salad","Arabian, Chinese, North Indian",450,Delivery
"80 Feet Road, 1st Stage, Opposite BDA Complex, HBR Layout, Bangalore",Angaar Indian Grill & Restaurant,No,No,3.9,121,"080 48541211
+91 7406511211",HBR Layout,Casual Dining,"Shawarma, Mutton Biryani, Angara Kebab, Ghee Rice","Arabian, Mughlai, North Indian, Chinese, Rolls",600,Delivery
"1783, 3rd Main Road, Saint Thomas Town, Kammanahalli, Bangalore",Delicious Momos,No,No,4.1,109,"080 50000355
+91 9740645877",Kammanahalli,Casual Dining,"Momos, Noodles, Pork Momo, Chilli Chicken, Bbq Pork Ribs","Chinese, Momos",450,Delivery
"4C/1008, 1st Block, HRBR Layout, Horamavu Signal Road, Banaswadi, Bangalore",Donne Biriyani Mane,No,No,3.8,161,"+91 7676691691
080 41691691",Banaswadi,Quick Bites,"Pepper Chicken, Donne Biryani, Chicken Biryani, Chicken Kebab",Biryani,300,Delivery
"Building 5M, Shop 126, East of NGEF, 5th Main Road, Kasthuri Nagar, Banaswadi, Bangalore",Wolga Restaurant,No,No,3.4,6,+91 8722212259,Banaswadi,Casual Dining,NA,"North Indian, Chinese, Biryani",600,Delivery
"3157, 2nd Block, Near Petrol Pump, HBR Layout",Fatty Chang,Yes,No,3.2,4,+91 8971792461,HBR Layout,Quick Bites,NA,Chinese,300,Delivery
"4 C/323, 4th Main Rd, OMBR Layout, Banaswadi, Bangalore",Whistling Tandoor,No,No,3.1,22,"080 41213053
+91 9810791622",Banaswadi,Casual Dining,NA,"Continental, Chinese, Fast Food",600,Delivery
"72/4, 2nd Floor, Pilla Reddy Nagar, 5th Main, 8th Cross, OMBR Layout, Banaswadi, Bangalore",Healthy Hawker,No,No,0.0,0,+91 8310020134,Banaswadi,"Takeaway, Delivery",NA,Healthy Food,300,Delivery
"15, 5th Main Road, Kammanahalli, Bangalore",SHAIK's DYNASTY,No,No,3.2,6,+91 9538771888,Kammanahalli,Casual Dining,NA,"North Indian, Chinese",450,Delivery
"43, Horamavu Main Road, Coconut Grove Layout, Ashirvad Colony, Banaswadi",Lassi Shop,No,No,3.5,7,+91 9895906960,Banaswadi,Beverage Shop,NA,"Beverages, Ice Cream",200,Delivery
"40, Umar Bin Khattab Masjid Complex, AC Post, Nagawara Main Road, Nagawara, Bangalore",Hotel Hyderabadi,No,No,3.2,4,+91 9945697070,Nagawara,Quick Bites,NA,"North Indian, Chinese",300,Delivery
"9, Green Park Avenue, Near Indian Bank, Dodda Banaswadi Main Road, Ramamurthy Nagar",Raees Restaurant,No,No,3.3,6,"080 25429777
+91 8123989226",Banaswadi,Casual Dining,NA,"Chinese, North Indian, South Indian",500,Delivery
"11/1, 5th Main, 6th cross, KEB Road, Kammanahalli, Bangalore",Doner Bel,No,No,3.6,17,+91 8296628669,Kammanahalli,Quick Bites,NA,"Turkish, Chinese",400,Delivery
"123, Hennur Main Road, Hennur, Bangalore",Hotel AL-Zaioa,No,No,0.0,0,+91 6361575395,Hennur,Quick Bites,NA,"Biryani, Chinese, North Indian",400,Delivery
"156, Kammanahalli, Bangalore",Bangarpet Chats,No,No,0.0,0,+91 9611088322,Kammanahalli,Quick Bites,NA,Street Food,80,Delivery
"Indra Street, RS Palya Extension, Kullappa Circle, Kammanahalli, Bangalore",CutePorkie,No,No,3.3,4,"+91 9036003384
+91 9535476672",Kammanahalli,Quick Bites,NA,Continental,400,Delivery
"Shop 3GC - 441, Kenpe Gowda, Under Pass Road, Uttam Sagar Road, Ramamurthy Nagar, Banaswadi, Bangalore",Heaven Biryani And Shawarma,No,No,0.0,0,+91 9964319141,Banaswadi,Quick Bites,NA,"North Indian, Chinese, Biryani",350,Delivery
"Near Banaswadi Post Office, 100 Feet Road, Banaswadi, Bangalore",Papanna's Biriyani,No,No,3.7,39,"080 41739995
+91 9148630009",Banaswadi,Quick Bites,NA,"South Indian, Biryani",350,Delivery
"48, 2nd Cross, Jananeshwari Layout, Thindlu, Vidyaranyapura post, Banaswadi, Bangalore.",Multi Ruchish,Yes,No,0.0,0,+91 7259722683,New BEL Road,Quick Bites,NA,"North Indian, South Indian, Chinese",250,Delivery
"125/126,141/142, 80 Feet Road, Near BDA Complex, 3rd Block, HBR Layout, Bangalore",Moghul's Restaurant,Yes,No,3.0,49,+91 9738879600,HBR Layout,Casual Dining,NA,"Mughlai, North Indian, Chinese",700,Delivery
"429, 7th Main, Outer Ring Road, Kalyan Nagar, Bangalore",Kings Court,Yes,No,3.1,12,080 48501000,Kalyan Nagar,Casual Dining,NA,"North Indian, Mughlai, Chinese",800,Delivery
"Outer Ring Road, Near Kalyan Residency Road, Kalyan Nagar, Bangalore",Midnight Food Point,Yes,No,2.7,37,"+91 7022267474
+91 7022267473",Kalyan Nagar,Delivery,NA,"North Indian, Chinese, Mughlai, Biryani",500,Delivery
"2/13/1/2, Near Anam Layout, Ashwath Nagar 2nd Stage, Nagawara, Bangalore",Delhiz Taste,Yes,No,3.5,13,+91 9740423402,Nagawara,Quick Bites,NA,"North Indian, South Indian, Chinese",400,Delivery
"245/316, 12th Cross, HBR Layout, 4th Block, 1st Stage, Murthi Layout, Hennur Gardens, Hennur, Bangalore",Sulemani Chichas,Yes,No,0.0,0,+91 8041136650,Hennur,Quick Bites,NA,"Biryani, Hyderabadi, Kebab",300,Delivery
"5AC-430, 4th Floor, 5th A Cross, HRBR 2nd Stage, Kalyan Nagar, Bangalore",Hoppipola,Yes,Yes,4.4,816,+91 9739118123,Kalyan Nagar,Lounge,"Mocktails, Masala Pizza, Salad, Cocktails, Wine, Chilli Chicken, Chicken Tikka","Continental, Fast Food, European",1200,Delivery
"5, Radiant Daffodils, Opposite SBT Bank, Horamavu Main Road, Banaswadi, Bangalore",Curries & Chillies,Yes,No,3.0,20,"+91 9845502977
+91 9632817784",Banaswadi,Quick Bites,NA,"Biryani, Andhra",300,Delivery
"MS Ramaiah North City, Manayata Tech Park, Nagavara Bengaluru, Nagawara, Bangalore",7Biryanis,Yes,No,3.2,4,+91 9550337600,Nagawara,Casual Dining,NA,"Andhra, Biryani",600,Delivery
"62/4, Above ICICI bank, Near Elements Mall, Thanisandra Main Road, Bharath Nagar, Manayata Tech Park, Sinthan Nagar, Nagawara, Bangalore",Namak,Yes,No,3.1,5,+91 9902493415,Nagawara,Quick Bites,NA,"North Indian, Chinese",650,Delivery
"4C/211, 3rd Block, 4th Cross, Harbour Layout, CMR Road, Kalyan Nagar, Bangalore",The French Loaf,Yes,No,3.5,17,+91 9331796699,Kalyan Nagar,"Bakery, Quick Bites",NA,"Bakery, Desserts",300,Delivery
"4/1, 2nd Floor, HRBR Layout, 2nd Block, Kammanahalli, Bangalore",Twins,No,No,3.8,139,"080 25420099
+91 9611499997",Kammanahalli,"Casual Dining, Bar","Andhra Meal, Potato Wedges, Chicken Biryani, Chicken Satay, Dal Fry","North Indian, Chinese, Continental",500,NA
"Oil Mill Road Corner, Kammanahalli, Bangalore",Davis Bar And Restaurant,No,No,3.0,31,"080 25484555
080 25470670",Kammanahalli,Bar,NA,"North Indian, Finger Food, Chinese",700,Delivery
"2,Kanka Sree Layout,Kothanur Post, Hennur, Bangalore",Cottage Loaf,Yes,No,4.0,50,"+91 9900984008
+91 9900987865",Hennur,"Bakery, Quick Bites","Burgers, Plum Cake","Bakery, Fast Food",250,Delivery
"Royal suits hotel, Kalyan Nagar.",The Pakoda Shop,Yes,No,3.4,12,+91 8088922298,Kalyan Nagar,Delivery,NA,Street Food,150,Delivery
"Service Road, MS Ramaiah North City, Near Manayata Tech Park, Nagawara, Bangalore",Farha Real Taste Of Kerala,Yes,No,3.1,6,+91 7406522544,Nagawara,Quick Bites,NA,Kerala,300,Delivery
"3/C, 2nd Block, 3rd Cross, HRBR Layout, Kalyan Nagar, Bangalore",Lassi Corner,Yes,No,3.4,19,+91 9845233848,Kalyan Nagar,Beverage Shop,NA,"Beverages, Sandwich",250,Delivery
"13, Kammanahalli, Bangalore",Kaapikada,No,No,0.0,0,+91 9380082882,Kammanahalli,Quick Bites,"Biryani, Appam, Chicken Curry","Kerala, Fast Food, Beverages",250,Delivery
"43, Temple Street, RS Palya Main Road, Kammanahalli, Bangalore",Mitraa Da Pizza,Yes,No,0.0,0,"+91 7676375875
+91 7752956789",Kammanahalli,Delivery,NA,"Fast Food, Pizza",250,Delivery
"7, 3rd Cross, Chinnappa Layout, Opposite Sansar Collections, Kammanahalli, Bangalore",Sangam Mess,No,No,4.2,216,080 65651651,Kammanahalli,Mess,"Beef Fry, Beef Biryani, Beef Curry, Roast Beef, Masala Prawn, Fish, Kerala Parotta","South Indian, Biryani, North Indian",300,Delivery
"65, Near Sathya Hospital, Kammanahalli Main Road, Kammanahalli, Bangalore",Abhiruchi,No,No,3.8,164,"080 25422854
080 25451516",Kammanahalli,Casual Dining,Biryani,"Andhra, Seafood, North Indian, Chinese",650,Delivery
"959, 5th Main, 2nd Block, Kammanahalli, Bangalore",Kannur Restaurant,No,No,3.7,50,"+91 9747925353
+91 9745044020",Kammanahalli,Quick Bites,NA,"South Indian, North Indian, Kerala",400,Delivery
"Ground Floor, 5M-403, 5th Main, 2nd Block, Hennur, Banaswadi Road, HBR Layout, Bangalore",Karachi Bakery,Yes,No,0.0,0,+91 9441444756,HBR Layout,Bakery,NA,Bakery,500,Delivery
"1, 5th Main, 5th Cross, KEB Road, Kammanahalli, Bangalore",Al Ameen Rolls Corner,No,No,3.7,16,+91 9845002125,Kammanahalli,Quick Bites,NA,Rolls,200,Delivery
"38, First Floor, Kammanahalli Main Road, Kacharakanahalli, St. Thomas Town Post, Kammanahalli, Bangalore",Mojo Pizza - 2X Toppings,Yes,No,4.1,91,022 33252828,Kammanahalli,Delivery,"Garlic Bread, Tex Mex Pizza, Pepperoni Pizza, Chicken Wings",Pizza,600,Delivery
"306, Ground Floor, HRBR Layout, Hennur Main Road, Kammanhalli Bangalore, Kammanahalli, Bangalore",Have More,No,Yes,3.9,198,"+91 8722233377
+91 8722233388",Kammanahalli,Casual Dining,"Lassi, Punjabi Chicken, Tandoori Chicken, Paratha, Butter Chicken, Aloo Tikki, Dahi Bhalle",North Indian,700,Delivery
"4M-408, HRBR Layout, 2nd Block, Kammanahalli Main Road, Kammanahalli, Bangalore",Gold Line Breadz,No,No,3.7,53,080 25452799,Kammanahalli,"Bakery, Quick Bites","Sandwiches, Sausage Roll, Garlic Bread","Bakery, Fast Food, Desserts",350,Delivery
"No 301, Thanls Court, 4th Cross Ombr Layout, Banaswadi",Bucket Biriyani,No,No,3.5,14,+91 9538798222,Banaswadi,Quick Bites,NA,"Biryani, North Indian, Chinese",600,Delivery
"12, 1st Cross Rd, B.Y. Narayana Reddy Layout, Nanjappa Garden, Horamavu, Banaswadi, Bengalore",Shiva's Naram Garam,No,No,3.3,4,+91 9886600424,Banaswadi,Quick Bites,NA,"North Indian, Chinese",250,Delivery
"143, Near Wadddradalya Bus Stop, Horamavu Agara Main Road, Horamavu, Banaswadi, Bangalore",Sneha Fast Food,No,No,0.0,0,+91 9916431011,Banaswadi,Quick Bites,NA,Fast Food,200,Delivery
"3, Maruthi Corner, Chairman Layout, Banaswadi, Bangalore",ILA Kitchen,No,No,3.7,14,+91 9447288819,Banaswadi,Casual Dining,NA,Kerala,500,Delivery
"23/1, Nehru Road, Saint Thomas Town Post, Kammanahalli, Bangalore",Cafe Beirut,No,No,3.7,41,+91 9148882222,Kammanahalli,Quick Bites,Shawarma,Arabian,250,Delivery
"HBR Layout, Bangalore",Creamyum,No,No,4.0,95,+91 9916124731,HBR Layout,Delivery,"Cup Cake, Chocolate Truffle","Bakery, Desserts",300,NA
"475,Hennur Bridge, Service Road, Near Masjid, HBR Layout, Bangalore",Malabar Food Court,No,No,3.4,7,"+91 8553545645
+91 8722002772",HBR Layout,Quick Bites,NA,"Chinese, Kerala, South Indian",400,Delivery
