,address,name,online_order,book_table,rating,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost,type
47829,"Shop 3, Dr. Rajgopal Road, Naga Shetty Halli, Sanjay Nagar, Bangalore",Rotti Mane,Yes,No,3.5 /5,27,+91 8105590665,Sanjay Nagar,Quick Bites,NA,South Indian,200,Delivery
47830,"99/3 RMS Layout, G Block, Opposite ICICI Bank, 60 Feet Road, Sahakara Nagar, Bangalore",Five Star Chicken,Yes,No,3.0 /5,53,+91 6360451344,Sahakara Nagar,Quick Bites,NA,"Fast Food, Burger",300,Delivery
47833,"AMCO Colony, Koti Hosahalli, Sahakara Nagar, Bangalore",Malgudi Natti Style Hotel,Yes,No,3.6 /5,13,"+91 8050499499
+91 8050199199",Sahakara Nagar,Quick Bites,NA,South Indian,400,Delivery
47834,"33, 3rd Main Road, Mathikere, New BEL Road, Bangalore",New Curries & Spice Restaurant,Yes,No,2.9 /5,7,+91 8495053555,New BEL Road,Quick Bites,NA,South Indian,200,Delivery
47835,"12, SBR Complex, Near Big Bazar, Bhadrappa Layout, Hebbal, Bangalore",Royal Garden Restaurant,Yes,No,3.6 /5,12,"080 65476163
+91 9886207358",Hebbal,Casual Dining,NA,"North Indian, Chinese",700,Delivery
47837,"13, Pushpa Complex, MSRIT College Road, Near Gate 11, Mathikere Extension, New BEL Road, Bangalore",Mad Over Fries,Yes,No,3.4 /5,43,"+91 9844474634
+91 7829140400",New BEL Road,Quick Bites,"Tandoori Fries, Pizza Fries","Fast Food, Beverages",350,Delivery
47838,"2nd Cross, MSR Back Gate, Opposite Royal Residence, Yeshwantpur, Bangalore",Burger Man,Yes,No,3.4 /5,19,+91 7022958700,Yeshwantpur,Quick Bites,NA,"Burger, Fast Food",300,Delivery
47840,"A1 - A2, BEL Market, Jalahalli, Bangalore",Bharath Restaurant,Yes,No,3.1 /5,37,080 28381875,Jalahalli,Casual Dining,NA,"North Indian, Chinese",450,Delivery
47846,"556, E Block, 60 Feet Road, Sahakara Nagar, Bangalore",Saha Chowmein,Yes,No,3.9 /5,162,"080 41735375
080 41735340",Sahakara Nagar,Casual Dining,"Manchow Soup, Spring Roll, Saha Chowmein, Sandwiches, Tandoori Chicken, Roti","North Indian, Chinese",700,Delivery
47849,"568/A, 2nd Block, HMT Layout, Vidyaranyapura Main Road, New BEL Road, Bangalore",Goli Vada Pav No. 1,Yes,No,3.7 /5,38,"+91 9880114854
+91 9845760448",New BEL Road,Quick Bites,NA,Street Food,200,Delivery
47854,"Kodigehalli Main Road, Sahakara Nagar, Bangalore",SKS Veg Corner,Yes,No,3.4 /5,43,+91 9916527263,Sahakara Nagar,Quick Bites,NA,South Indian,300,Delivery
47857,"66, Louis Omj, Ags Layout, Near SBI Dollars Colony, New BEL Road, Bangalore",The Purple Pan,Yes,No,3.5 /5,15,+91 6363365900,New BEL Road,Quick Bites,NA,"North Indian, Chinese",550,Delivery
47861,"839, Sahakara Bhavan A Block, Damodaran Road, Sahakara Nagar, Bangalore",Kanti Sweets,Yes,No,4.0 /5,159,"080 22960608
080 41744427",Sahakara Nagar,"Sweet Shop, Quick Bites","Chaat, Paratha, Badam Milk, Gulab Jamun, Masala Poori, Sev Puri","Mithai, Street Food",400,Delivery
47862,"No. 864, D Block, Sahakar Nagar, Bangalore",South Spicy Bites Express,Yes,No,3.8 /5,30,+91 7349461002,Sahakara Nagar,Quick Bites,NA,"Seafood, Chinese, South Indian",400,Delivery
47863,"2389, 60 Feet Road, E Block, Next To Cauvery School, Sahakara Nagar, Bangalore",Cream Chemistry,Yes,No,3.9 /5,92,"+91 99160254960
080 41127942",Sahakara Nagar,Dessert Parlor,Decor,"Ice Cream, Desserts",500,Delivery
47867,"25/1, Fourth Floor, 2nd Main Road, Prestige Stay Inn, Sanjeeappa Colony, Poornapura, New BEL Road, Bangalore",Tawa Tandoor,Yes,Yes,3.9 /5,116,"+91 9886726168
080 29721117",New BEL Road,Casual Dining,"Masala Chaach, Roti, Dal Makhani, Panneer Butter Masala, Butter Kulcha, Paneer Tikka Biryani","North Indian, Chinese",700,Delivery
47868,"534, Dollars Colony, Next to Bank of Travancore, New BEL Road, Bangalore",Ibaco,Yes,No,3.9 /5,81,"+91 8762612411
+91 7022362789",New BEL Road,Dessert Parlor,Icecream Cake,Desserts,300,Delivery
47872,"1, Ramachandra Pura Main Road, C Ramaiah Layout, Vidyaranyapura, Bangalore",KA 12 - Flavour Of Coorg,Yes,No,4.0 /5,105,"+91 9902356045
+91 9900004215",New BEL Road,Quick Bites,"Chicken Curry, Akki Rottis, Pork Curry, Chilli Pork, Roti, Neer Dosa",South Indian,300,Delivery
47875,"703, Near Karnataka Bank, 5th Block, HMT Layout, Vidyaranyapura, New BEL Road Area, New BEL Road, Bangalore",A2B - Adyar Ananda Bhavan,Yes,No,3.0 /5,50,18001036363,New BEL Road,Casual Dining,Pongal,"South Indian, North Indian, Chinese, Street Food, Fast Food",400,Delivery
47877,"86, Ground Floor, Gokul Towers, Off M.S.Ramiah Road, Gokula, New BEL Road, Bangalore",Flavours Inn,Yes,No,3.7 /5,59,"080 41719511
+91 7022641345",New BEL Road,Quick Bites,"Sea Food, Malabar Fish Curry","Kerala, North Indian, Chinese",500,Delivery
47879,"170, KGE Layout, Opposite HP Petrol Bunk, New BEL Road, Bangalore",Pizza Stop,Yes,No,3.1 /5,75,+91 9945186022,New BEL Road,Quick Bites,"Pizza, Masala Garlic Bread, Nachos","Pizza, Italian",600,NA
47887,"509/418, 1st Floor, Nandishwara Complex, Devasandra, Opposite Petrol Bunk, New BEL Road, Bangalore",Andhra Spice Mess,Yes,No,3.4 /5,9,"+91 7337643424
+91 7337643411",New BEL Road,Quick Bites,NA,"Andhra, Biryani, North Indian, Chinese",250,Delivery
47890,"Chairman's Resort, 14/1, Kodigehalli Main Road, Hebbal Area, Sahakara Nagar, Bangalore",Havelli - Chairman's Resort,Yes,Yes,3.5 /5,137,"+91 9620811080
+91 9620855377",Sahakara Nagar,"Casual Dining, Bar",Biryani,"North Indian, Continental, Chinese, Seafood","1,250",Delivery
47895,"38/41, Manjunath Complex, Opposite R.M.V. Hospital, Sanjay Nagar Main Road, Sanjay Nagar, Bangalore",Ujwal Restaurant,Yes,No,3.9 /5,149,"080 23517760
080 32717493",Sanjay Nagar,"Bar, Casual Dining","Sea Food, Murgh Ghee Roast, Tender Coconut Chicken, Fish, Neer Dosa, Lemon Chicken, Beer","Seafood, North Indian, Chinese",600,Delivery
47897,"99/3, RMS Layout, G-Block, 60 Feet Road, Sahakara Nagar, Bangalore",Kolkata Kati Roll,Yes,No,3.4 /5,14,+91 7795614958,Sahakara Nagar,Quick Bites,NA,Rolls,150,Delivery
47899,"52/3, Maruti Arcade, Kasada Hobli Koti Hosahalli, Outer Ring Road, Nagashetty Halli, Maruti Nagar, Devinagar, Hebbal, Bangalore",Kolkata Famous Kati Rolls,Yes,No,3.8 /5,79,"+91 9902265398
+91 8618517256",Hebbal,Quick Bites,NA,"Fast Food, Rolls",200,Delivery
47902,"S.M. Plaza, 218, MGE Layout, Adjacent New BEL Road, New BEL Road, Bangalore",Baskin Robbins,Yes,No,3.6 /5,34,080 23601449,New BEL Road,Dessert Parlor,NA,"Ice Cream, Desserts",250,Delivery
47904,"#50, 12th Main, 2nd Cross, CQAL layout, Sahakara Nagar, Bangalore",Yumjar,Yes,No,3.4 /5,9,+91 9901879498,Sahakara Nagar,"Takeaway, Delivery",NA,"Fast Food, Beverages, Desserts",300,Delivery
47905,"11/1, Opposite RMV Clusters Apartment, Lottegollahalli, New BEL Road, Bangalore",Tandoori Delight,Yes,No,3.0 /5,46,"+91 9972183512
+91 9035612005",New BEL Road,Quick Bites,NA,"North Indian, Chinese",300,Delivery
47910,"Shop 1 & 2, E Block, 1st Main, Sahakara Nagar, Bangalore",Rabbit Paradise,Yes,No,3.3 /5,4,"+91 9900959622
+91 9663484901",Sahakara Nagar,"Takeaway, Delivery",NA,Andhra,350,Delivery
47912,"1259, Opposite Canara Bank, 3rd Block, BEL Layout, Vidyaranyapura, New BEL Road, Bangalore",B1,Yes,Yes,3.9 /5,123,"00 901912121
+91 9900589583",New BEL Road,Pub,Beer,"Continental, Burger, Italian, Pizza, North Indian, Salad","1,100",Delivery
47916,"28 6Th Main Road, 12 Cross Msrnagar Mathikere, New BEL Road, Bangalore",Chef Kitchen,Yes,No,3.7 /5,19,"+91 7327050533
+91 8904101896",New BEL Road,Quick Bites,NA,"North Indian, Biryani, Charcoal Chicken",200,Delivery
47918,"99/3, RMS Layout, G- Block, Opposite ICICI Bank, Sahakara Nagar, Bangalore",Big Straw Blast,Yes,No,3.5 /5,6,"+91 9972809336
080 42060594",Sahakara Nagar,Beverage Shop,NA,Beverages,150,Delivery
47919,"Number 15, 5th Cross, Shanti Vana, Off Kodigehalli Main Road, Sahakara Nagar",The Rich Crust,Yes,No,3.8 /5,43,"+91 8048669948
+91 9886600225",Sahakara Nagar,Cafe,NA,"Cafe, European, Continental",600,Delivery
47920,"21, ITI Layout, Next to Titan Show Room, New BEL Road, Bangalore",Nandhana Palace,No,No,4.2 /5,1282,"+91 9513444815
+91 8046131111",New BEL Road,Casual Dining,"Mutton Nalli, Andhra Meal, Bamboo Chicken, Chicken Boneless Biryani, Vada, Chicken Kebab, Mutton Biryani","Andhra, Biryani, North Indian, Chinese",800,Delivery
47922,"573, 2nd Block, HMT Layout, Vidyanarayana Pura, New BEL Road, Bangalore",Domino's Pizza,Yes,No,3.9 /5,257,"080 23649980
18602100000",New BEL Road,Quick Bites,"Pizza, Garlic Bread","Pizza, Fast Food",400,Delivery
47926,"2704/2, 14th Main Road, E Block, Sahakara Nagar, Bangalore",Cubbonpete Donne Biryani,Yes,No,3.9 /5,92,+91 9844109488,Sahakara Nagar,Quick Bites,"Chicken Kebab, Mutton Biryani","South Indian, Biryani",300,NA
47929,"492, Opposite To People Store, F Block, Sahakara Nagar, Bangalore",The London Shakes,Yes,No,3.8 /5,44,+91 9739494646,Sahakara Nagar,"Beverage Shop, Quick Bites",NA,"Beverages, Fast Food",400,Delivery
47932,"960,2nd Block, BEL Layout, Vidyaranyapura Main Road, Vidyaranyapura, New BEL Road, Bangalore",Rigan Hyderabadi Bawarchi,Yes,No,3.6 /5,133,"+91 8050013848
+91 8050015858",New BEL Road,Casual Dining,"Butter Chicken, Shawarma, Chicken Biryani, Vegetable Biryani, Babycorn Manchurian, Dum Biryani, Noodles","Biryani, North Indian, Chinese",700,Delivery
47934,"8th Cross Road, Park View Layout, Byatarayanapura, Sahakara Nagar, Bangalore",Sangeeta Restaurant,Yes,No,3.6 /5,91,+91 7348873730,Sahakara Nagar,Quick Bites,NA,"Street Food, Chinese",300,Delivery
47935,"4, Nirmala Complex, M.S.R Main Road, Mathikere, Yeshwantpur, Bangalore",Delight Fast Food & Restaurant,Yes,No,2.8 /5,36,"080 23603872
+91 9164443872",Yeshwantpur,Casual Dining,NA,"North Indian, Chinese",550,Delivery
47937,"547/11, F Block, RMS Layout, Sahakara Nagar, Bangalore",Shree Mahalakshmi Sweets,Yes,No,3.6 /5,34,+91 9108012096,Sahakara Nagar,Takeaway,"Samosa, Badam Milk","Mithai, Street Food",100,Delivery
47938,"26/1, ADVAIT Building, 7th Cross, MSRIT Engineering College Road, Mathikere, Yeshwantpur, Bangalore",Anda Special-Pav Bhaji,Yes,No,3.4 /5,8,+91 7293377777,Yeshwantpur,Quick Bites,NA,Fast Food,200,Delivery
47939,"10, New Bel Road, 5th Main, RMV 2nd Stage New BEL Road, Bangalore",Just@99,Yes,No,3.1 /5,7,+91 7338062316,New BEL Road,Quick Bites,NA,"Chinese, South Indian, North Indian",300,Delivery
47941,"1, Prem Prasad Complex, 3rd Floor, Opposite Ramaiah Hospital, New BEL Road, Bangalore",Have More,No,Yes,3.9 /5,510,"+91 9880158749
+91 9900092525",New BEL Road,Casual Dining,"Tawa Chicken, Mango Lassi, Paratha, Seekh Kebab, Butter Chicken, Dahi Bhalle, Makkai Roti",North Indian,700,Delivery
47943,"50/1, Venkateshwara Layout, Opp. Gate No.7, Ramaiah Hospital, Chikkamaranahalli Bangalore., New BEL Road, Bangalore",Snow Lion Tibet Kitchen,No,No,3.9 /5,263,+91 7829457644,New BEL Road,Quick Bites,"Momos, Thukpa, Noodles, Honey Chilli Potatoes, Clear Soup, Chicken Noodle, Crispy Noodle","Tibetan, Asian, Thai, Chinese, Momos",400,Delivery
47948,"34, 8th Cross Road",Brahmins Food Corner,Yes,No,3.7 /5,95,+91 6362896418,Jalahalli,Quick Bites,Friendly Staff,"South Indian, North Indian, Chinese",400,Delivery
47950,"100, Opposite M S Ramaiah Hospital, New BEL Road, Bangalore",Subway,No,No,3.7 /5,167,080 42050295,New BEL Road,Quick Bites,"Sandwich, Chicken Ham, Sandwiches, Chicken Tikka","Healthy Food, Sandwich, Salad",500,Delivery
47951,"38, Near Devasandra Bus Stand, New BEL Road, Bangalore",Prashant Naati Corner,No,No,4.0 /5,95,+91 9880893932,New BEL Road,Quick Bites,"Donne Biryani, Mutton Chops, Chicken Fry, Chicken Biryani","South Indian, Biryani",400,Delivery
47953,"DS Max Splash, 406, 4th Floor, 3rd Main, Subhashchandrabose Road, Mathikere, New BEL Road, Bangalore",Biryani Empire,Yes,No,3.0 /5,8,+91 7338062316,New BEL Road,Quick Bites,NA,Biryani,400,Delivery
47954,"9, Jaikar Complex, RMV 2nd Stage, Near MS Ramaiah Hospital, New BEL Road, Bangalore",Nandhini Deluxe,No,Yes,3.7 /5,511,"080 23519177
080 23519188",New BEL Road,Casual Dining,"Thali, Hyderabadi Biryani, Mutton Biryani, Andhra Meal",North Indian,600,Delivery
47957,"10, 115/48/2, Opposite Public Library, A Block, 13th Main, Sahakara Nagar, Bangalore",Bikaner Sweets,Yes,No,3.7 /5,63,"080 23620377
+91 7795713118",Sahakara Nagar,Sweet Shop,"Chole Bhature, Panipuri, Pav Bhaji, Chaat","Mithai, Street Food",150,Delivery
47958,"68,1st Main Road, Bala Anjaneya Temple Road, RMV 2nd Stage, Opposite M.S.Ramaiah Hospital, New BEL Road, Bangalore",Lincoln Bistro,Yes,No,4.3 /5,252,"+91 7829988886
+91 7829988885",New BEL Road,Casual Dining,"Dumplings, Biryani, Pasta, Pizza, Taco Trio, Cheesecake, Chicken Wings","North Indian, Mughlai, Asian, Chinese",800,Delivery
47959,"Shop 12, 1st Cross, Sapthagiri Layout, Beside BESCOM, Vidyanyupura Main Road, Yelahanka, Bangalore",Cheta's Kitchen,Yes,No,3.9 /5,78,"+91 9980137432
+91 9945319754",Yelahanka,Quick Bites,"Appam, Fish Curry, Fish Fry, Pothichoru","Kerala, South Indian, Seafood",350,Delivery
47960,"64, Opposite HDFC Bank, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",Natural Ice Cream,No,No,4.3 /5,273,"080 23411113
+91 9845022407",New BEL Road,Dessert Parlor,"Waffle Cone, Chocolate Icecreams, Tender Coconut Ice Cream, Coffee Walnut, Custard Apple","Ice Cream, Beverages",200,Delivery
47961,"4/3, Sree Complex, 12th Main, MSRE College Road, Mathikere, New BEL Road, Bangalore",7th Heaven,No,No,3.6 /5,17,+91 9945398959,New BEL Road,Bakery,NA,"Bakery, Desserts",300,Delivery
47963,"1243/2 - 6th Cross, 2nd Block, Vidyaranyapura, New BEL Road, Bangalore",Just Bake,Yes,No,3.5 /5,24,+91 8970010111,New BEL Road,"Bakery, Quick Bites",NA,Bakery,400,Delivery
47965,"4th Floor, Building 118, Near KFC, New BEL Road, Bangalore",Black Jack,No,No,3.7 /5,318,080 41129418,New BEL Road,Bar,"Beer, Cocktails, Masala Peanuts","North Indian, Chinese","1,400",Delivery
47966,"787, A- Block, Next To Tumkur Grain Merchants Cooperative Bank, Sahakara Nagar, Bangalore",Mexican Burrito,No,No,4.0 /5,160,"080 48522866
080 48522355",Sahakara Nagar,"Takeaway, Delivery","Chicken Quesadilla, Burrito Bowl, Rice Bowl, Nachos, California Burrito","Mexican, Fast Food",450,Delivery
47968,"68/1, Shop 1 - 2, AR Building, Thindlu Road, Vidyaranyapura Post, New BEL Road, Bangalore",Gowdru Mane,No,No,3.6 /5,26,"+91 9740599998
+91 9448710107",New BEL Road,Quick Bites,NA,"Andhra, North Indian, Chinese",300,Delivery
47971,"61, MSR College Road, New BEL Road, Bangalore",Bhukkad,Yes,No,3.3 /5,6,+91 8496908903,New BEL Road,Quick Bites,NA,"North Indian, Mughlai",300,Delivery
47973,"52, 4th Cross, MSR Road, Mathikere, New BEL Road, Bangalore",Rolls Kitchen,No,No,3.5 /5,18,+91 7022164745,New BEL Road,Quick Bites,NA,"Fast Food, Rolls",250,Delivery
47974,"17, 1st Main, Pipeline Road, Opposite MS Ramaiah Ground, Mathikere, New BEL Road, Bangalore",Subhash Mess,No,No,3.7 /5,23,+91 9902832104,New BEL Road,Mess,NA,North Indian,200,Delivery
47975,"Shop 52/1, Nishika Arcade B3, Near Jodidhars Club, Nanjappa Layout Main Road, Vidyaranyapura, Bangalore",Cinnamon - Grills and Gourmet,No,No,3.6 /5,10,"+91 9663083579
+91 8971340212",New BEL Road,Quick Bites,NA,"Chinese, South Indian",400,Delivery
47978,"7, MES Road, Near BEL Circle, Muthyal Nagar New BEL Road, Bangalore",Q3 Food Corner,No,No,NEW,0,+91 9243434666,New BEL Road,Casual Dining,NA,"South Indian, North Indian",500,Delivery
47980,"7, 2nd Main, MSR Nagar, Mathikere, New BEL Road, Bangalore",Deepak Paratha Plaza,No,No,3.5 /5,18,"+91 9916476922
+91 8123592988",New BEL Road,Quick Bites,NA,"North Indian, Street Food",200,Delivery
47983,"58, 4th Block, Pipeline Road, MSR Nagar, New BEL Road, Bangalore",Jeet Punjabi Tadka,No,No,3.5 /5,17,+91 7349002773,New BEL Road,Quick Bites,NA,"North Indian, South Indian",500,Delivery
47984,"13, 1st Main Road, Near MSRIT, MSR Nagar, New BEL Road, Bangalore",Little Bites,No,No,3.8 /5,184,"+91 9916707072
080 41147776",New BEL Road,Quick Bites,"Pasta, Sandwiches, Chicken Jumbo Burger, Burgers, Lime Soda Sweet, Sandwich, Fried Cheese",Fast Food,400,Delivery
47986,"4, Sai Shamik Plaza, 3rd Cross, Opposite M.S. Rammaih 1st Gate, New BEL Road, Bangalore",Wow! Sikkim Momo,No,No,3.2 /5,18,+91 9739599715,New BEL Road,Quick Bites,NA,"Chinese, North Indian, Momos",150,Delivery
47988,"472, Devasandra Circle, New BEL Road, Bangalore",S L N Paratha Center,No,No,3.3 /5,14,+91 9108715058,New BEL Road,Quick Bites,NA,North Indian,200,Delivery
47989,"1259, Soorya Plaza, 3rd Block, Opposite Canara Bank, Vidyaranyapura, New BEL Road, Bangalore",Shivas Family Restaurant,No,No,3.4 /5,8,"080 23640642
+91 9980853124",New BEL Road,Casual Dining,NA,"North Indian, Chinese",550,Delivery
47990,"976, 1st Floor, Above SBI Bank, Vidyaranyapura Last BusStop, New BEL Road, Bangalore",NalaMaharaja,No,No,3.3 /5,7,"080 41604055
+91 9620196962",New BEL Road,Casual Dining,NA,North Indian,500,Delivery
47991,"38, Nanjappa Main Road, Vidyaranyapura, New BEL Road, Bangalore",Sindhu Family Restaurant,No,No,3.2 /5,4,"+91 9738287264
+91 9738287284",New BEL Road,Casual Dining,NA,"North Indian, Chinese, Seafood",600,Delivery
47992,"1/B, 3rd Main Road, KGE Layout, RMV 2nd stage, New BEL Road, Bangalore",Lan Thai,No,No,4.0 /5,66,"+91 9845816116
+91 9845838120",New BEL Road,Casual Dining,Salads,Thai,800,Delivery
47993,"213, Pipeline Road, MSR Nagar, Mathirkere, New BEL Road, Bangalore",Bihar Bhojanalaya,No,No,3.1 /5,14,"+91 8904404359
+91 7795344760",New BEL Road,Quick Bites,NA,"North Indian, Bihari",200,Delivery
47994,"64, Above Natural's Ice Cream, 80 Feet Road, Near Ramaiah Hospital, New BEL Road, Bangalore",Ambarsaria,No,No,2.7 /5,57,"+91 9742033713
+91 9535531528",New BEL Road,Casual Dining,NA,North Indian,800,NA
47999,"15/A, Jaladarshini Layout, MSR Nagar, Opposite BBMP Office, New BEL Road, Bangalore",Aarti Paratha & Rolls Corner,Yes,No,3.6 /5,15,+91 9980552906,New BEL Road,Quick Bites,NA,"North Indian, Fast Food",200,Delivery
48000,"20, 1st Main, Pipeline Road, Opposite MS Ramaiah Ground, Mathikere, New BEL Road, Bangalore",Durga Mess,No,No,3.6 /5,33,"+91 9535022931
+91 9242929931",New BEL Road,Mess,NA,North Indian,150,Delivery
48003,"27, AG's Layout, New BEL Road, Bangalore",Ketty's Corner,No,No,3.3 /5,4,"+91 8660049083
+91 9035648486",New BEL Road,Quick Bites,NA,"Fast Food, Street Food, Beverages",200,Delivery
48005,"No 3,SR Street,4th Cross, RMV 2nd Stage, Devsandra, New BEL Road, Bangalore",D'7 Feast Resto Cafe,No,No,4.1 /5,147,+91 9632265518,New BEL Road,Casual Dining,"Mocktails, Burgers, Fish, Butter Chicken Pizza, Peri Peri Chicken Wings, Pasta, Steak","Burger, Pizza, Continental",600,NA
48007,"36, 2nd Main Road, 3rd Cross, Pipeline Road, New BEL Road, Bangalore",Koithio Kitchen,No,No,3.3 /5,4,+91 8050695462,New BEL Road,Quick Bites,NA,"Chinese, Momos",600,Delivery
48008,"703,3rd Block,Bel Layout,Viyaranayapura Main Road, New BEL Road, Bangalore",Sweet Chariot,No,No,2.7 /5,19,"080 23643169
+91 9620282269",New BEL Road,Bakery,NA,"Bakery, Fast Food",500,Delivery
48009,"243, 5th Main, Pipeline Road, MSR Nagar, New BEL Road, Bangalore",Bengal Biriyani,No,No,2.9 /5,28,"+91 9741632251
+91 9742355052",New BEL Road,Quick Bites,NA,Biryani,150,Delivery
48010,"1st Main, 1st Cross, MS Ramaiah Nagar, New BEL Road, Bangalore",Tasty Corner,No,No,3.6 /5,13,+91 9449976548,New BEL Road,Quick Bites,NA,South Indian,200,Delivery
48011,"4, 3rd Cross, Sai Shamik Plazza, Opposite M.S.R, New BEL Road, Bangalore",Kolkata Famous Kati Roll,No,No,3.4 /5,4,"+91 7411585008
+91 7795614958",New BEL Road,Quick Bites,NA,Rolls,200,Delivery
48014,"16, Tata Nagar Main Road, Next To BP Petrol Bunk, Balaji Layout, Outer Ring Road, Hebbal Post, Bangalore, Hebbal, Bangalore",Hyderabadi Bawarchi Multi Cuisine Restaurant,No,No,3.0 /5,100,"080 65666599
+91 9902306464",Hebbal,Casual Dining,NA,"Biryani, North Indian, Chinese",600,Delivery
48017,"84/1, 12th Main, Mathikere Extension, New BEL Road, Bangalore",Eatsaa,No,No,3.5 /5,8,+91 9916065562,New BEL Road,Quick Bites,NA,Chinese,300,Delivery
48018,"45, 1st Main, 3rd Cross, MSR Nagar, New BEL Road, Bangalore",Biryani Treats,No,No,2.5 /5,105,+91 9880147147,New BEL Road,Delivery,"Chicken, Pot Biryani, Mutton Biryani",Biryani,650,NA
48022,"27, Ground Floor, 4th Cross, MSR College Road, Mathikere, New BEL Road, Bangalore",Qooked Restaurant,No,No,3.3 /5,4,+91 8880199083,New BEL Road,Quick Bites,NA,"South Indian, Andhra, Chinese, North Indian",300,Delivery
48024,"MSR College Road, MS Ramaiah Hospital, New BEL Road, Bangalore",GET ur FIX @ Chote Miya,No,No,3.3 /5,4,"+91 8884400205
+91 8861135377",New BEL Road,Quick Bites,NA,Fast Food,300,Delivery
48027,"MSRIT College Road, Mathikere, New BEL Road, Bangalore",Ice Magic,No,No,3.4 /5,6,"+91 7619668886
+91 9747111800",New BEL Road,Quick Bites,NA,"Ice Cream, Fast Food, Beverages, Burger, Desserts, Juices",250,Delivery
48028,"60, A.N.D Main Road, Opposite Sambharam College, Vidynarayanpura, New BEL Road, Bangalore",Munch Box,No,No,NEW,0,+91 8951020660,New BEL Road,Quick Bites,NA,"North Indian, Fast Food, South Indian",400,Delivery
48029,"New BEL Road, Bangalore",Midnight Hunger Project,No,No,3.2 /5,6,"+91 7829900199
+91 7829900299",New BEL Road,Delivery,NA,"North Indian, South Indian, Chinese",300,Delivery
48030,"Shop 1, New 22, New BEL Road, Bangalore",Doner Bel,No,No,3.4 /5,64,+91 7619363641,New BEL Road,Quick Bites,"Burgers, Doner Kebabs, Lamb Doner, Hummus Pita, Momos, Rolls, Chicken Doner","Turkish, Chinese",400,NA
48033,"MSR College Road, New BEL Road, Bangalore",Shawarma & Kolkata Rolls,No,No,3.3 /5,4,+91 8867441554,New BEL Road,Quick Bites,NA,"Rolls, Fast Food",100,Delivery
48034,"2, Thindlu Village, Bullet Krishnappa Layout, Kodigehalli Main Road, Vidyaranyapura Post, New BEL Road, Bangalore",Sunmart Ice Cream Parlour,No,No,NEW,0,"+91 9986611888
+91 9986600888",New BEL Road,Dessert Parlor,NA,Ice Cream,100,Delivery
